Customer Name,Sales,Profit,Orders
David Philippe,1058.616,-40.93759999999999,2
Jenna Caffey,1058.108,502.92440000000005,1
Phillina Ober,1056.858,-49.700899999999976,5
Allen Armold,1056.39,277.3824,9
Vivek Sundaresam,1055.981,-262.8093,4
Alex Russell,1055.694,-221.05440000000004,4
Darren Powers,1050.636,241.4524,9
Duane Huffman,1043.096,116.66700000000003,4
Susan MacKendrick,1043.041,-237.2885,1
Eudokia Martin,1041.0420000000001,240.2362,4
Theresa Coyne,1038.26,265.5332,1
Mike Kennedy,1031.602,227.83380000000002,4
Tiffany House,1022.201,92.729,8
Sean Wendt,1019.044,95.8383,3
Luke Schmidt,1010.2560000000001,244.197,6
Randy Bradley,1008.1959999999999,-164.40619999999998,2
Lynn Smith,1008.1360000000001,348.3584,6
Bruce Geld,1006.356,119.34790000000001,6
Victor Preis,993.9019999999999,205.38879999999997,3
Ken Brennan,983.922,293.55240000000003,7
Barry Pond,983.42,209.78300000000002,5
Toby Swindell,974.7819999999999,-184.97889999999998,5
Russell D'Ascenzo,970.9420000000001,35.05740000000001,4
Aimee Bixby,966.71,313.6597,5
Roy Collins,966.409,63.99139999999999,6
Sung Shariari,964.636,-75.586,5
Jonathan Howell,959.477,-13.554499999999996,7
Jason Fortune-,955.124,97.28899999999999,5
Rachel Payne,954.6452,59.53839999999998,4
Bryan Spruell,949.4300000000001,194.0516,2
Roy FranzÃÂ¶sisch,945.222,280.0261,8
Eric Barreto,944.6000000000001,0.6042000000000058,5
Maureen Fritzler,937.039,-341.52650000000006,5
Eric Murdock,933.704,102.29599999999999,5
Alyssa Crouse,925.8,-62.1342000000001,3
Evan Henry,923.884,242.1107,6
Mary O'Rourke,922.487,59.357699999999895,4
Alejandro Ballentine,914.5319999999999,264.5675,9
Katrina Bavinger,908.821,274.29699999999997,3
Catherine Glotzbach,904.4680000000001,86.5106,6
Sonia Cooley,902.7280000000001,100.2252999999999,5
Joni Blumstein,900.552,-286.9808,3
Henia Zydlo,886.52,-130.3879,5
Aaron Bergman,886.156,129.34650000000002,3
Ryan Crowe,885.752,10.563300000000002,6
Chad Sievert,884.64,143.8339,4
Harold Engle,883.5319999999999,274.4028,4
Sally Knutson,883.409,168.7933,3
Richard Eichhorn,876.696,209.2294,5
Jim Mitchum,864.947,117.20399999999998,5
Jocasta Rupert,863.88,107.985,1
Art Foster,861.565,-163.1175,4
Julie Creighton,858.576,201.5952,5
Michael Stewart,855.116,55.226,6
Vicky Freymann,847.944,-96.27799999999999,5
Vivek Gonzalez,846.01,143.6268,6
Charles Sheldon,844.4580000000001,113.14050000000002,5
Todd Boyes,834.328,268.967,5
Ann Steele,833.398,136.49190000000002,7
Erica Hackney,825.9499999999999,150.3759,6
Thomas Brumley,816.1740000000001,179.0038,4
Alice McCarthy,814.012,194.9878,5
Brendan Murry,808.162,95.58160000000001,6
David Kendrick,797.832,249.9447,2
Matthew Clasen,795.154,-247.94350000000003,4
Beth Fritzler,791.9899999999999,25.870199999999997,3
Harry Greene,785.628,147.0032,5
Michael Granlund,776.384,171.7372,9
Muhammed MacIntyre,775.414,58.8916,9
Sandra Flanagan,763.5459999999999,228.1623,7
Steven Ward,758.6959999999999,68.2415999999999,2
Liz Pelletier,756.606,110.7813,4
Dorris liebe,755.602,175.2388,5
Ivan Gibson,744.574,320.4982,4
Barry Blumstein,744.3399999999999,11.583900000000007,5
Tracy Collins,742.5580000000001,217.933,7
Michelle Lonsdale,742.082,138.71620000000001,3
Ritsa Hightower,740.382,0.30570000000000164,2
Patrick Bzostek,740.356,229.2257,3
Angele Hood,738.504,83.96300000000001,4
Henry MacAllister,736.276,117.2755,4
Patricia Hirasaki,729.648,47.88779999999999,1
Pete Armstrong,729.408,225.8588,6
Jennifer Jackson,709.178,200.5558,5
Julia Dunbar,695.442,111.1141,3
Peter BÃÂ¼hler,688.324,218.1597,4
Eric Hoffmann,684.1709999999999,53.53980000000001,8
Toby Ritter,675.9419999999999,220.36440000000002,5
Alex Grayson,660.972,-5.137100000000006,5
Berenike Kampe,659.1379999999999,-63.764399999999995,6
Bryan Davis,658.466,141.265,6
Anna Chung,657.316,-28.700399999999995,5
Anthony Witt,649.376,65.7725,4
Lori Olson,644.35,150.1712,5
Joy Bell-,644.1188,126.76490000000001,7
Carol Darley,639.766,-206.7172,3
Mathew Reese,639.178,162.9363,4
Astrea Jones,629.2479999999999,60.42649999999999,3
Ralph Ritter,615.932,-73.835,2
Shirley Schmidt,613.4,199.93449999999999,3
Bobby Trafton,603.876,-77.5256,4
Barbara Fisher,599.798,227.4384,7
Maria Zettner,593.606,85.01910000000001,4
Denise Leinenbach,585.02,222.6812,4
Alan Shonely,584.6080000000001,33.71579999999999,7
Brian Derr,582.646,141.53400000000002,3
Neil Knudson,572.048,121.2177,7
Carlos Meador,565.392,-43.732400000000005,2
Chuck Sachs,550.644,156.2593,2
Cari Schnelling,537.632,105.8275,6
John Huston,528.91,26.082199999999997,6
Rob Beeghly,528.546,76.8879,5
Andy Yotov,497.014,103.3499,4
Corey Roper,475.9,144.7594,3
MaryBeth Skach,475.65599999999995,84.0268,4
Joni Sundaresam,469.169,-327.9336,5
Erin Creighton,461.914,96.4256,5
Khloe Miller,453.538,91.1391,5
Kelly Williams,449.096,107.92699999999999,4
Tim Taslimi,439.5,93.9162,3
Shui Tom,433.34000000000003,84.44189999999999,7
Vivek Grady,427.372,-52.333,5
Sonia Sunley,418.49,135.5401,6
Brad Thomas,415.19599999999997,126.8694,2
Mark Haberlin,400.016,61.428599999999996,4
Barry Weirich,385.516,-58.28659999999999,3
Joy Daniels,385.43,26.7605,6
Jason Klamczynski,383.812,55.32769999999999,3
Vivian Mathis,380.69,116.6373,5
Neil FranzÃÂ¶sisch,377.16200000000003,85.92779999999999,4
Melanie Seite,370.348,19.431199999999997,4
Lycoris Saunders,368.88000000000005,39.1952,3
Aleksandra Gannaway,367.548,59.288399999999996,4
Evan Minnotte,366.822,21.77209999999996,3
Heather Jas,358.1,98.6548,5
Don Weiss,344.08,69.6672,5
Larry Tron,329.876,59.036,3
Brendan Dodson,320.54,116.714,2
Lisa Hazard,318.239,-242.73989999999998,4
Jennifer Halladay,309.281,-24.077100000000005,4
Jill Matthias,303.948,113.1204,5
Chuck Magee,287.99,64.4296,3
Larry Hughes,287.426,12.627699999999999,3
Sung Chung,280.632,31.1757,2
Stuart Calhoun,279.25600000000003,51.8252,4
Nicole Brennan,273.87199999999996,24.788800000000002,2
Bart Folk,272.95,110.9272,3
Dorothy Dickinson,269.542,36.4344,6
Brad Norvell,265.296,36.6131,4
Andrew Roberts,264.86400000000003,43.6695,5
Harold Dahlen,251.36,-135.87599999999998,3
Sally Matthias,244.49399999999997,-26.5927,4
Paul Lucas,239.481,-0.7527000000000026,5
Guy Phonely,236.53,31.837600000000002,2
Erin Mull,228.99,40.15459999999999,4
Guy Thornton,226.436,-6.139200000000004,4
Robert Barroso,221.084,72.679,5
Hilary Holden,218.668,86.7342,2
Allen Goldenen,200.945,69.2784,5
Joel Jenkins,195.0,34.449200000000005,2
Anthony Garverick,170.584,-8.431000000000001,4
Muhammed Lee,162.232,42.6648,2
Anthony O'Donnell,161.28,12.096,1
Pete Takahito,160.572,-20.050800000000002,4
Dianna Arnett,156.76,56.7904,4
Michael Oakman,154.288,-82.00740000000002,2
Greg Hansen,146.94080000000002,-5.810200000000001,2
Phillip Breyer,132.738,21.897,2
Bobby Odegard,130.83,59.4522,2
Ed Ludwig,124.28,27.115399999999987,2
Clay Cheatham,113.832,33.870599999999996,3
Roland Murray,98.35,28.6879,1
Karen Seio,88.472,0.11099999999999888,3
Anemone Ratner,88.15,32.633,1
Fred Wasserman,79.75,23.491300000000003,3
Jasper Cacioppo,71.263,-0.35560000000000036,4
Adrian Shami,58.82,21.8496,2
Larry Blacks,50.188,18.6507,3
Ricardo Emerson,48.36,6.045,1
Susan Gilcrest,47.946,-3.7073,3
Roy Skaria,22.328,9.5838,2
Mitch Gastineau,16.739,-1.2453,1
Carl Jackson,16.52,1.652,1
Lela Donovan,5.304,0.4641,1
Thais Sissman,4.833,-3.3156,2
